airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Indigo,2019-03-09,Kolkata,Banglore,22:10:00,00:55:00,165,0,No Info,4148
Vistara,2019-03-06,Mumbai,Hyderabad,20:55:00,16:45:00,1190,1,No Info,12395
Air India,2019-03-03,Chennai,Kolkata,11:40:00,13:55:00,135,0,No Info,10810
Jet Airways,2019-03-27,Delhi,Cochin,02:15:00,04:25:00,1570,1,In-flight meal not included,6017
Air India,2019-03-03,Delhi,Cochin,06:05:00,09:25:00,1640,1,No Info,14042
Jet Airways,2019-03-21,Delhi,Cochin,18:15:00,04:25:00,610,1,No Info,12557
Jet Airways,2019-06-12,Delhi,Cochin,21:25:00,12:35:00,910,2,In-flight meal not included,11507
Indigo,2019-05-18,Chennai,Kolkata,22:05:00,00:25:00,140,0,No Info,5277
Jet Airways,2019-05-24,Kolkata,Banglore,14:05:00,20:45:00,400,1,In-flight meal not included,10844
Multiple Carriers,2019-05-27,Delhi,Cochin,09:00:00,21:00:00,720,1,No Info,13587
Indigo,2019-04-09,Kolkata,Banglore,15:30:00,18:05:00,155,0,No Info,4174
Air India,2019-05-06,Kolkata,Banglore,12:00:00,11:10:00,1390,2,No Info,10676
Vistara,2019-05-18,Kolkata,Banglore,07:10:00,18:50:00,700,1,No Info,9345
Jet Airways,2019-05-15,Kolkata,Banglore,06:30:00,19:50:00,800,1,No Info,14781
Jet Airways,2019-05-09,Kolkata,Banglore,10:20:00,17:35:00,435,1,In-flight meal not included,5608
Air India,2019-03-27,Delhi,Cochin,06:10:00,08:15:00,1565,1,No Info,6681
Jet Airways,2019-05-27,Delhi,Cochin,07:05:00,12:35:00,330,1,No Info,16289
Air India,2019-05-21,Kolkata,Banglore,08:20:00,23:15:00,895,2,No Info,13164
Spicejet,2019-06-12,Kolkata,Banglore,11:35:00,18:50:00,435,1,No Info,8479
Jet Airways,2019-05-09,Delhi,Cochin,19:45:00,19:00:00,1395,1,No Info,15554
Jet Airways,2019-06-09,Delhi,Cochin,09:00:00,12:35:00,1655,1,In-flight meal not included,10262
Jet Airways,2019-06-24,Delhi,Cochin,07:05:00,12:35:00,330,1,No Info,14924
Indigo,2019-05-24,Banglore,Delhi,13:00:00,15:50:00,170,0,No Info,4990
Vistara,2019-05-01,Kolkata,Banglore,07:10:00,10:45:00,1655,1,No Info,9187
Air India,2019-03-18,Banglore,New Delhi,11:05:00,22:10:00,2105,2,No Info,11161
Indigo,2019-05-18,Banglore,Delhi,08:30:00,11:20:00,170,0,No Info,4823
Multiple Carriers,2019-03-21,Delhi,Cochin,07:10:00,21:20:00,850,2,In-flight meal not included,5935
Multiple Carriers,2019-06-01,Delhi,Cochin,14:55:00,22:30:00,455,1,No Info,7038
Air India,2019-03-24,Kolkata,Banglore,09:50:00,23:15:00,2245,2,No Info,14410
Indigo,2019-06-24,Delhi,Cochin,05:35:00,08:50:00,195,0,No Info,5000
Jet Airways,2019-06-15,Delhi,Cochin,13:00:00,19:00:00,360,1,No Info,14714
Multiple Carriers,2019-05-15,Delhi,Cochin,13:00:00,01:30:00,750,1,No Info,13727
Air India,2019-06-21,Kolkata,Banglore,14:15:00,16:45:00,150,0,No Info,5510
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,18:15:00,1400,1,In-flight meal not included,10844
Jet Airways,2019-03-06,Banglore,New Delhi,14:05:00,05:05:00,900,1,No Info,14815
Jet Airways,2019-05-15,Kolkata,Banglore,10:20:00,17:35:00,435,1,No Info,8355
Multiple Carriers,2019-03-27,Delhi,Cochin,10:20:00,21:00:00,640,1,No Info,6637
Indigo,2019-06-06,Delhi,Cochin,06:40:00,21:00:00,860,1,No Info,6093
Air India,2019-05-15,Delhi,Cochin,05:15:00,06:50:00,1535,1,No Info,8425
Air India,2019-05-27,Kolkata,Banglore,14:15:00,16:45:00,150,0,No Info,5510
Indigo,2019-04-18,Banglore,Delhi,18:25:00,21:20:00,175,0,No Info,4990
Jet Airways,2019-03-06,Banglore,New Delhi,14:05:00,11:25:00,1280,1,In-flight meal not included,13712
Jet Airways,2019-05-15,Kolkata,Banglore,09:35:00,21:05:00,690,1,No Info,12121
Vistara,2019-05-21,Kolkata,Banglore,20:20:00,10:45:00,865,1,No Info,9187
Jet Airways,2019-03-18,Banglore,New Delhi,08:00:00,13:15:00,315,1,No Info,12284
Multiple Carriers,2019-06-09,Delhi,Cochin,14:00:00,21:00:00,420,1,No Info,13587
Air India,2019-06-09,Delhi,Cochin,18:05:00,21:10:00,185,0,No Info,8456
Spicejet,2019-06-24,Delhi,Cochin,08:45:00,13:15:00,270,1,No check-in baggage included,4760
Vistara,2019-03-03,Banglore,New Delhi,11:30:00,14:10:00,160,0,No Info,8028
Jet Airways,2019-05-06,Kolkata,Banglore,18:55:00,16:20:00,1285,1,In-flight meal not included,7757
Air India,2019-05-15,Kolkata,Banglore,10:00:00,05:25:00,1165,2,No Info,14424
Indigo,2019-03-18,Delhi,Cochin,21:05:00,00:20:00,195,0,No Info,5021
Jet Airways,2019-03-03,Delhi,Cochin,09:00:00,18:50:00,590,1,In-flight meal not included,15400
Jet Airways,2019-05-01,Kolkata,Banglore,21:10:00,08:15:00,665,1,In-flight meal not included,10844
Indigo,2019-06-27,Mumbai,Hyderabad,16:55:00,18:25:00,90,0,No Info,3175
Indigo,2019-03-09,Banglore,New Delhi,21:20:00,00:15:00,175,0,No Info,4777
Jet Airways,2019-05-01,Kolkata,Banglore,20:00:00,04:40:00,520,1,In-flight meal not included,8586
Multiple Carriers,2019-06-03,Delhi,Cochin,10:35:00,19:00:00,505,1,No Info,10877
Indigo,2019-05-06,Delhi,Cochin,14:20:00,22:30:00,490,1,No Info,7054
Jet Airways,2019-05-06,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,No Info,5678
Air India,2019-03-06,Delhi,Cochin,05:55:00,07:40:00,1545,2,No Info,15428
Jet Airways,2019-03-18,Banglore,New Delhi,11:40:00,20:20:00,520,1,In-flight meal not included,11087
Air Asia,2019-06-15,Delhi,Cochin,07:55:00,22:25:00,870,1,No Info,6253
Jet Airways,2019-05-12,Banglore,Delhi,07:10:00,10:10:00,180,0,No Info,7229
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,04:40:00,875,1,No Info,13941
Indigo,2019-06-27,Chennai,Kolkata,19:35:00,21:55:00,140,0,No Info,3597
Jet Airways,2019-03-01,Banglore,New Delhi,11:40:00,05:05:00,1045,1,No Info,22270
Jet Airways,2019-03-21,Delhi,Cochin,14:00:00,04:25:00,865,1,In-flight meal not included,7438
Jet Airways,2019-05-21,Kolkata,Banglore,08:25:00,20:45:00,740,1,No Info,14781
Multiple Carriers,2019-05-15,Delhi,Cochin,13:00:00,21:00:00,480,1,No Info,13727
Jet Airways,2019-04-01,Banglore,Delhi,19:50:00,22:50:00,180,0,No Info,7229
Indigo,2019-06-12,Kolkata,Banglore,18:05:00,23:30:00,325,1,No Info,6218
Vistara,2019-05-01,Kolkata,Banglore,07:10:00,09:05:00,1555,1,No Info,8452
Air Asia,2019-03-24,Banglore,New Delhi,23:25:00,02:10:00,165,0,No Info,4482
Jet Airways,2019-06-15,Delhi,Cochin,07:05:00,12:35:00,330,1,No Info,14714
Indigo,2019-06-24,Delhi,Cochin,05:05:00,12:10:00,425,1,No Info,6442
Air Asia,2019-03-06,Kolkata,Banglore,22:50:00,01:20:00,150,0,No Info,4384
Vistara,2019-03-03,Banglore,New Delhi,21:10:00,00:05:00,175,0,No Info,7608
Spicejet,2019-06-21,Kolkata,Banglore,06:55:00,09:30:00,155,0,No check-in baggage included,3841
Jet Airways,2019-03-15,Banglore,New Delhi,07:00:00,16:10:00,550,1,In-flight meal not included,9134
Jet Airways,2019-05-06,Kolkata,Banglore,09:35:00,19:10:00,575,1,In-flight meal not included,12384
Jet Airways,2019-03-24,Kolkata,Banglore,18:55:00,12:00:00,1025,1,In-flight meal not included,11134
Indigo,2019-05-09,Delhi,Cochin,06:50:00,12:10:00,320,1,No Info,5298
Jet Airways,2019-06-03,Banglore,Delhi,19:50:00,22:50:00,180,0,No Info,8016
Vistara,2019-06-18,Banglore,Delhi,09:45:00,12:35:00,170,0,No Info,4668
Jet Airways,2019-06-01,Delhi,Cochin,20:55:00,04:25:00,450,1,In-flight meal not included,10262
Jet Airways,2019-03-15,Banglore,New Delhi,05:45:00,15:15:00,570,1,In-flight meal not included,9134
Jet Airways,2019-04-01,Kolkata,Banglore,06:30:00,04:40:00,1330,1,In-flight meal not included,7064
Jet Airways,2019-05-01,Kolkata,Banglore,20:00:00,09:20:00,800,1,No Info,14388
Indigo,2019-06-18,Banglore,Delhi,10:10:00,13:00:00,170,0,No Info,3943
Multiple Carriers,2019-05-27,Delhi,Cochin,17:00:00,01:30:00,510,1,No Info,7198
Air India,2019-03-18,Banglore,New Delhi,17:25:00,10:35:00,1030,2,No Info,12568
Jet Airways,2019-05-21,Delhi,Cochin,19:30:00,12:35:00,1025,2,In-flight meal not included,13029
Spicejet,2019-03-06,Chennai,Kolkata,17:45:00,20:05:00,140,0,No Info,7298
Indigo,2019-03-03,Chennai,Kolkata,19:35:00,21:55:00,140,0,No Info,7295
Jet Airways,2019-05-24,Kolkata,Banglore,20:25:00,10:55:00,870,1,No Info,13067
Jet Airways,2019-03-12,Banglore,New Delhi,09:45:00,00:30:00,885,1,No Info,11507
Goair,2019-05-27,Banglore,Delhi,20:55:00,23:40:00,165,0,No Info,3419
Indigo,2019-05-01,Chennai,Kolkata,19:35:00,21:55:00,140,0,No Info,3597
Jet Airways,2019-05-18,Delhi,Cochin,09:00:00,19:00:00,600,1,In-flight meal not included,12373
Jet Airways,2019-03-27,Delhi,Cochin,09:00:00,04:25:00,1165,1,No Info,12242
Jet Airways,2019-03-12,Banglore,New Delhi,18:55:00,19:10:00,1455,1,In-flight meal not included,11087
Indigo,2019-05-15,Delhi,Cochin,08:30:00,21:00:00,750,1,No Info,7503
Multiple Carriers,2019-03-27,Delhi,Cochin,07:00:00,15:30:00,510,1,No Info,6148
Indigo,2019-05-01,Kolkata,Banglore,19:20:00,23:45:00,265,1,No Info,3809
Indigo,2019-04-12,Kolkata,Banglore,17:15:00,19:50:00,155,0,No Info,4174
Jet Airways,2019-05-01,Kolkata,Banglore,20:25:00,10:55:00,870,1,No Info,12121
Spicejet,2019-03-09,Kolkata,Banglore,06:55:00,09:35:00,160,0,No Info,4622
Jet Airways,2019-06-24,Delhi,Cochin,09:00:00,04:25:00,1165,1,In-flight meal not included,10262
Indigo,2019-03-21,Banglore,New Delhi,19:35:00,00:35:00,300,1,No Info,6575
Jet Airways,2019-06-27,Delhi,Cochin,07:05:00,19:00:00,715,1,No Info,18371
Air India,2019-06-06,Delhi,Cochin,12:55:00,19:15:00,1820,2,No Info,12646
Air India,2019-06-15,Kolkata,Banglore,14:15:00,16:45:00,150,0,No Info,5510
Air India,2019-05-15,Delhi,Cochin,09:00:00,19:15:00,615,1,No Info,8372
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,19:40:00,345,1,In-flight meal not included,11134
Multiple Carriers,2019-05-09,Delhi,Cochin,08:45:00,19:00:00,615,1,No Info,9794
Multiple Carriers,2019-03-06,Delhi,Cochin,10:00:00,18:50:00,530,1,No Info,16497
Vistara,2019-04-18,Banglore,Delhi,17:00:00,19:35:00,155,0,No Info,5613
Indigo,2019-03-15,Chennai,Kolkata,11:35:00,14:00:00,145,0,No Info,6297
Jet Airways,2019-03-24,Kolkata,Banglore,19:45:00,22:35:00,1610,1,In-flight meal not included,10031
Air Asia,2019-04-24,Delhi,Cochin,16:45:00,22:25:00,340,1,No Info,6152
Air India,2019-05-01,Kolkata,Banglore,12:00:00,21:50:00,590,2,No Info,10676
Multiple Carriers,2019-05-18,Delhi,Cochin,08:30:00,19:15:00,645,1,No Info,7887
Indigo,2019-04-27,Banglore,Delhi,20:00:00,22:50:00,170,0,No Info,4823
Indigo,2019-06-09,Delhi,Cochin,15:10:00,20:00:00,290,1,No Info,7060
Vistara,2019-05-27,Chennai,Kolkata,17:45:00,20:05:00,140,0,No Info,11982
Jet Airways,2019-05-01,Kolkata,Banglore,10:20:00,17:35:00,435,1,No Info,8355
Air Asia,2019-06-06,Delhi,Cochin,07:55:00,22:25:00,870,1,No Info,8759
Vistara,2019-04-27,Delhi,Cochin,14:40:00,17:50:00,190,0,No Info,6216
Multiple Carriers,2019-04-09,Delhi,Cochin,10:35:00,19:15:00,520,1,No Info,6106
Multiple Carriers,2019-04-09,Delhi,Cochin,17:45:00,01:30:00,465,1,No Info,8535
Indigo,2019-03-24,Kolkata,Banglore,04:15:00,09:50:00,335,1,No Info,4150
Indigo,2019-03-27,Delhi,Cochin,04:45:00,15:30:00,645,1,No Info,7048
Multiple Carriers,2019-05-27,Delhi,Cochin,10:00:00,19:15:00,555,1,In-flight meal not included,11446
Indigo,2019-05-21,Delhi,Cochin,06:50:00,12:10:00,320,1,No Info,5530
Air Asia,2019-06-15,Banglore,Delhi,04:55:00,07:45:00,170,0,No Info,4282
Vistara,2019-04-09,Banglore,Delhi,09:45:00,12:35:00,170,0,No Info,5403
Spicejet,2019-04-03,Kolkata,Banglore,06:55:00,09:30:00,155,0,No check-in baggage included,3841
Air India,2019-03-01,Banglore,New Delhi,13:50:00,18:40:00,1730,1,No Info,17198
Spicejet,2019-03-06,Chennai,Kolkata,09:30:00,12:05:00,155,0,No Info,7298
Indigo,2019-05-06,Kolkata,Banglore,21:25:00,00:05:00,160,0,No Info,4804
Jet Airways,2019-05-24,Banglore,Delhi,07:10:00,10:10:00,180,0,No Info,7229
Air India,2019-03-03,Banglore,New Delhi,00:30:00,23:55:00,1405,1,No Info,10394
Indigo,2019-03-21,Delhi,Cochin,06:40:00,13:20:00,400,1,No Info,10208
Air India,2019-06-12,Kolkata,Banglore,09:25:00,13:45:00,1700,2,No Info,11542
Spicejet,2019-05-21,Kolkata,Banglore,06:55:00,09:30:00,155,0,No Info,3873
Multiple Carriers,2019-03-21,Delhi,Cochin,17:00:00,01:35:00,515,1,No Info,7363
Spicejet,2019-03-01,Kolkata,Banglore,22:20:00,00:40:00,140,0,No Info,5515
Spicejet,2019-05-06,Mumbai,Hyderabad,05:45:00,07:15:00,90,0,No check-in baggage included,1965
Air India,2019-04-06,Banglore,Delhi,06:10:00,08:55:00,165,0,No Info,5176
Jet Airways,2019-04-01,Banglore,Delhi,15:15:00,18:10:00,175,0,No Info,7229
Jet Airways,2019-03-15,Mumbai,Hyderabad,02:55:00,04:25:00,90,0,In-flight meal not included,2071
Jet Airways,2019-05-12,Kolkata,Banglore,06:30:00,19:50:00,800,1,In-flight meal not included,8586
Air India,2019-06-24,Delhi,Cochin,05:15:00,19:15:00,2280,3,No Info,10493
Spicejet,2019-04-24,Kolkata,Banglore,17:10:00,19:40:00,150,0,No Info,4174
Multiple Carriers,2019-03-09,Delhi,Cochin,08:00:00,21:00:00,780,1,No Info,16023
Indigo,2019-05-12,Chennai,Kolkata,19:35:00,21:55:00,140,0,No Info,3597
Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,08:15:00,1590,1,No Info,13941
Jet Airways,2019-03-24,Kolkata,Banglore,18:55:00,12:00:00,1025,1,No Info,14231
Air India,2019-03-06,Delhi,Cochin,10:00:00,19:15:00,555,1,No Info,16439
Indigo,2019-06-18,Mumbai,Hyderabad,19:05:00,20:35:00,90,0,No Info,2754
Air India,2019-06-24,Delhi,Cochin,20:15:00,19:15:00,1380,2,No Info,13381
Jet Airways,2019-06-01,Delhi,Cochin,13:00:00,19:00:00,360,1,In-flight meal not included,10262
Jet Airways,2019-05-24,Kolkata,Banglore,20:00:00,09:20:00,800,1,No Info,14571
Multiple Carriers,2019-03-06,Delhi,Cochin,04:00:00,18:50:00,890,1,No Info,13399
Jet Airways,2019-03-06,Delhi,Cochin,21:50:00,04:25:00,395,1,In-flight meal not included,13843
Air India,2019-06-12,Kolkata,Banglore,12:00:00,07:55:00,1195,2,No Info,9416
Jet Airways,2019-06-06,Delhi,Cochin,19:15:00,04:25:00,550,1,No Info,14714
Indigo,2019-04-24,Banglore,Delhi,13:00:00,15:50:00,170,0,No Info,4423
Indigo,2019-03-21,Delhi,Cochin,07:35:00,16:10:00,515,1,No Info,6558
Jet Airways,2019-06-12,Kolkata,Banglore,17:00:00,18:00:00,1500,1,No Info,12692
Indigo,2019-04-03,Delhi,Cochin,02:00:00,07:25:00,325,1,No Info,4744
Jet Airways,2019-03-06,Banglore,New Delhi,22:50:00,20:20:00,1290,1,No Info,17471
Jet Airways,2019-06-06,Delhi,Cochin,13:00:00,19:00:00,360,1,No Info,14714
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,12:00:00,1315,1,In-flight meal not included,9663
Air India,2019-05-18,Kolkata,Banglore,14:35:00,14:35:00,1440,1,No Info,6528
Jet Airways,2019-05-09,Banglore,Delhi,17:45:00,20:45:00,180,0,In-flight meal not included,5198
Jet Airways,2019-05-18,Kolkata,Banglore,18:55:00,04:40:00,585,1,In-flight meal not included,8586
Indigo,2019-04-01,Mumbai,Hyderabad,02:35:00,04:05:00,90,0,No Info,2754
Indigo,2019-04-06,Banglore,Delhi,10:30:00,13:20:00,170,0,No Info,4423
Jet Airways,2019-05-21,Kolkata,Banglore,08:25:00,08:15:00,1430,1,In-flight meal not included,8586
Vistara,2019-03-09,Delhi,Cochin,06:00:00,09:10:00,190,0,No Info,7266
Multiple Carriers,2019-06-24,Delhi,Cochin,19:00:00,01:30:00,390,1,No Info,7198
Spicejet,2019-05-09,Kolkata,Banglore,06:55:00,09:30:00,155,0,No Info,3873
Air India,2019-04-09,Delhi,Cochin,20:15:00,19:15:00,1380,2,No Info,9916
Indigo,2019-04-24,Delhi,Cochin,15:10:00,20:00:00,290,1,No Info,6027
Multiple Carriers,2019-06-12,Delhi,Cochin,08:50:00,19:00:00,610,1,No Info,10877
Spicejet,2019-06-09,Mumbai,Hyderabad,13:15:00,14:45:00,90,0,No Info,2227
Indigo,2019-03-06,Delhi,Cochin,06:40:00,22:20:00,940,1,No Info,6442
Goair,2019-05-01,Kolkata,Banglore,16:40:00,00:15:00,455,1,No Info,6484
Spicejet,2019-03-21,Kolkata,Banglore,09:00:00,11:30:00,150,0,No Info,4148
Jet Airways,2019-06-27,Banglore,Delhi,19:50:00,22:50:00,180,0,In-flight meal not included,7229
Jet Airways,2019-05-18,Kolkata,Banglore,17:00:00,23:35:00,395,1,No Info,14151
Indigo,2019-06-15,Delhi,Cochin,08:30:00,21:00:00,750,1,No Info,6416
Indigo,2019-03-27,Mumbai,Hyderabad,06:20:00,07:45:00,85,0,No Info,3175
Air India,2019-05-09,Banglore,Delhi,17:00:00,19:45:00,165,0,No Info,5228
Indigo,2019-05-18,Kolkata,Banglore,17:15:00,19:50:00,155,0,No Info,4804
Multiple Carriers,2019-06-12,Delhi,Cochin,16:00:00,01:30:00,570,1,No Info,13377
Indigo,2019-05-27,Delhi,Cochin,05:05:00,16:10:00,665,1,No Info,6600
Jet Airways,2019-03-18,Banglore,New Delhi,07:00:00,16:10:00,550,1,No Info,12284
Vistara,2019-03-12,Mumbai,Hyderabad,19:45:00,19:55:00,1450,1,No Info,12080
Air India,2019-06-09,Kolkata,Banglore,07:00:00,20:25:00,805,1,No Info,10413
Goair,2019-04-01,Delhi,Cochin,10:35:00,19:35:00,540,1,No Info,5281
Jet Airways,2019-06-24,Banglore,Delhi,15:15:00,18:10:00,175,0,In-flight meal not included,5769
Indigo,2019-03-03,Banglore,New Delhi,16:55:00,19:45:00,170,0,No Info,8855
Spicejet,2019-04-12,Banglore,Delhi,05:55:00,08:35:00,160,0,No check-in baggage included,4319
Air India,2019-03-24,Kolkata,Banglore,09:10:00,13:40:00,270,1,No Info,8026
Air India,2019-03-21,Kolkata,Banglore,20:45:00,23:20:00,155,0,No Info,4435
Multiple Carriers,2019-06-09,Delhi,Cochin,07:05:00,16:10:00,545,1,No Info,9646
Jet Airways,2019-03-03,Delhi,Cochin,08:00:00,18:50:00,650,1,No Info,17024
Multiple Carriers,2019-06-01,Delhi,Cochin,11:30:00,21:00:00,570,1,No Info,13587
Jet Airways,2019-03-21,Delhi,Cochin,13:00:00,18:50:00,350,1,In-flight meal not included,6540
Jet Airways,2019-05-09,Delhi,Cochin,17:30:00,19:00:00,1530,1,In-flight meal not included,12373
Air India,2019-03-21,Banglore,New Delhi,08:15:00,23:10:00,895,1,No Info,4943
Air India,2019-03-06,Delhi,Cochin,13:30:00,08:15:00,1125,1,No Info,11563
Indigo,2019-06-15,Delhi,Cochin,07:15:00,12:30:00,315,1,No Info,6582
Spicejet,2019-05-15,Delhi,Cochin,15:45:00,22:05:00,380,1,No Info,7947
Indigo,2019-06-27,Kolkata,Banglore,15:15:00,17:45:00,150,0,No Info,4804
Jet Airways,2019-05-21,Banglore,Delhi,19:50:00,22:50:00,180,0,No Info,7229
Indigo,2019-03-03,Delhi,Cochin,04:55:00,16:10:00,675,1,No Info,8513
Indigo,2019-06-15,Delhi,Cochin,08:35:00,16:10:00,455,1,No Info,6442
Jet Airways,2019-05-01,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,No Info,8040
Jet Airways,2019-06-09,Delhi,Cochin,22:50:00,04:25:00,335,1,No Info,14714
Air India,2019-03-09,Chennai,Kolkata,11:40:00,13:55:00,135,0,No Info,7817
Jet Airways,2019-05-06,Kolkata,Banglore,20:00:00,20:45:00,1485,1,No Info,14388
Air India,2019-05-24,Mumbai,Hyderabad,21:05:00,22:25:00,80,0,No Info,3100
Multiple Carriers,2019-03-21,Delhi,Cochin,10:20:00,18:50:00,510,1,No Info,11999
Multiple Carriers,2019-06-27,Delhi,Cochin,09:15:00,19:00:00,585,1,No Info,11622
Jet Airways,2019-05-12,Kolkata,Banglore,14:05:00,20:45:00,400,1,In-flight meal not included,10844
Indigo,2019-06-21,Banglore,Delhi,13:00:00,15:50:00,170,0,No Info,3943
Jet Airways,2019-05-09,Kolkata,Banglore,17:00:00,10:55:00,1075,1,No Info,10953
Air India,2019-06-09,Kolkata,Banglore,09:25:00,05:35:00,1210,2,No Info,11432
Indigo,2019-04-27,Kolkata,Banglore,22:15:00,00:50:00,155,0,No Info,4804
Multiple Carriers,2019-06-03,Delhi,Cochin,07:00:00,19:00:00,720,1,No Info,12402
Air India,2019-03-12,Banglore,New Delhi,11:05:00,22:10:00,665,2,No Info,11948
Vistara,2019-05-01,Kolkata,Banglore,17:00:00,10:45:00,1065,1,No Info,9187
Jet Airways,2019-03-06,Banglore,New Delhi,08:00:00,20:20:00,740,1,No Info,16736
Jet Airways,2019-03-24,Kolkata,Banglore,21:10:00,08:10:00,660,1,No Info,14231
Jet Airways,2019-03-06,Banglore,New Delhi,08:00:00,05:05:00,1265,1,No Info,14815
Indigo,2019-05-24,Banglore,Delhi,04:00:00,06:50:00,170,0,No Info,3943
Jet Airways,2019-03-24,Kolkata,Banglore,21:10:00,08:10:00,660,1,In-flight meal not included,11134
Indigo,2019-05-01,Kolkata,Banglore,04:40:00,07:15:00,155,0,No Info,4804
Indigo,2019-03-27,Delhi,Cochin,07:45:00,13:40:00,355,1,No Info,4832
Multiple Carriers,2019-06-06,Delhi,Cochin,06:40:00,19:15:00,755,1,No Info,7354
Indigo,2019-06-27,Chennai,Kolkata,05:15:00,07:40:00,145,0,No Info,3540
Indigo,2019-06-18,Kolkata,Banglore,21:25:00,00:05:00,160,0,No Info,4804
Spicejet,2019-04-24,Banglore,Delhi,21:10:00,00:05:00,175,0,No Info,3625
Multiple Carriers,2019-06-15,Delhi,Cochin,10:00:00,19:15:00,555,1,No Info,16108
Jet Airways,2019-03-18,Banglore,New Delhi,22:50:00,08:15:00,565,1,No Info,13555
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,09:20:00,1155,1,In-flight meal not included,9663
Indigo,2019-06-24,Kolkata,Banglore,15:30:00,18:05:00,155,0,No Info,4804
Jet Airways,2019-06-15,Delhi,Cochin,19:15:00,04:25:00,550,1,In-flight meal not included,10262
Jet Airways,2019-03-21,Delhi,Cochin,15:00:00,04:25:00,805,1,No Info,12767
Air India,2019-04-09,Delhi,Cochin,05:55:00,07:40:00,1545,2,No Info,10021
Air Asia,2019-05-27,Kolkata,Banglore,22:50:00,01:20:00,150,0,No Info,3807
Spicejet,2019-04-18,Banglore,Delhi,05:55:00,08:35:00,160,0,No check-in baggage included,4319
Multiple Carriers,2019-06-09,Delhi,Cochin,07:10:00,22:30:00,920,1,No Info,6513
Air India,2019-05-18,Kolkata,Banglore,09:50:00,23:15:00,805,2,No Info,15957
Indigo,2019-04-27,Delhi,Cochin,07:35:00,16:10:00,515,1,No Info,6442
Jet Airways,2019-06-06,Kolkata,Banglore,09:35:00,14:25:00,1730,1,No Info,12692
Jet Airways,2019-06-01,Delhi,Cochin,22:50:00,12:35:00,825,1,No Info,14714
Multiple Carriers,2019-06-15,Delhi,Cochin,14:00:00,21:00:00,420,1,No Info,13587
Jet Airways,2019-06-09,Delhi,Cochin,14:35:00,12:35:00,1320,2,No Info,13376
Air India,2019-05-27,Delhi,Cochin,12:00:00,19:15:00,435,2,No Info,9653
Jet Airways,2019-06-03,Banglore,Delhi,19:50:00,22:50:00,180,0,In-flight meal not included,6478
Indigo,2019-03-24,Banglore,New Delhi,23:30:00,02:20:00,170,0,No Info,5694
Indigo,2019-03-06,Chennai,Kolkata,14:40:00,17:05:00,145,0,No Info,7295
Air Asia,2019-05-27,Banglore,Delhi,11:10:00,13:55:00,165,0,No Info,3383
Jet Airways,2019-06-12,Delhi,Cochin,12:15:00,04:25:00,970,2,No Info,14300
Jet Airways,2019-03-06,Banglore,New Delhi,05:45:00,18:25:00,760,1,No Info,16736
Multiple Carriers,2019-05-21,Delhi,Cochin,04:55:00,19:15:00,860,1,No Info,7575
Jet Airways,2019-03-06,Mumbai,Hyderabad,17:00:00,16:50:00,1430,1,No Info,19595
Indigo,2019-03-06,Delhi,Cochin,09:10:00,21:00:00,710,1,No Info,14871
Air India,2019-05-12,Kolkata,Banglore,14:35:00,14:35:00,1440,1,No Info,6528
Indigo,2019-04-03,Kolkata,Banglore,15:15:00,17:45:00,150,0,No Info,4174
Multiple Carriers,2019-05-15,Delhi,Cochin,08:00:00,19:15:00,675,1,No Info,14533
Spicejet,2019-04-01,Delhi,Cochin,08:45:00,13:15:00,270,1,No Info,4812
Indigo,2019-06-21,Kolkata,Banglore,22:15:00,00:50:00,155,0,No Info,4804
Jet Airways,2019-05-09,Delhi,Cochin,13:25:00,04:25:00,900,2,No Info,16704
Vistara,2019-06-12,Banglore,Delhi,11:30:00,14:20:00,170,0,No Info,4668
Multiple Carriers,2019-03-21,Delhi,Cochin,10:00:00,01:35:00,935,1,In-flight meal not included,8565
Air India,2019-05-24,Kolkata,Banglore,09:10:00,11:05:00,1555,2,No Info,6117
